Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,EAR,% <EAR,%<EAR_SE,p-value_%EAR,Both,Male,Female,AI,% >AI,%>AI_SE,p-value_%AI,UL,% >UL,%>UL_SE,AMDR,% below AMDR,% below AMDR_SE,% within AMDR,% within AMDR_SE,p-value  % within AMDR,% above AMDR,% above AMDR_SE,p-value % below AMDR,p-value % above AMDR,CDRR,% >CDRR,%>CDRR_SE,p-value_%CDRR,%Inadequacy,%Inadequacy_SE,p_value %Inadequacy,%  above AMDR_SE,p-value_%UL
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,19-30,51,2.7,0.5E,1.3,0.4E,1.5,0.4E,2,0.5E,2.6,0.5E,3.3,0.6E,4.2,0.7E,4.8,0.8E,2,F,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,31-50,119,5.1,0.3,2.2,0.3,2.6,0.3,3.5,0.3,4.7,0.3,6.3,0.4,8,0.7,9.2,0.9,2,F,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,31-50,127,3.3,0.3,2,0.4E,2.2,0.4E,2.6,0.3,3.2,0.3,3.8,0.4,4.5,0.6,5,0.8,2,F,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,51-70,150,3.8,0.3,1.8,0.3E,2.1,0.3,2.7,0.3,3.6,0.3,4.7,0.4,5.8,0.5,6.7,0.6,2,F,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,51-70,161,3.2,0.3,1.7,0.2,1.9,0.2,2.4,0.2,3,0.3,3.8,0.3,4.6,0.4,5.2,0.5,2,F,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,71 years and over,96,4.4,0.4,2.5,0.5E,2.8,0.4,3.4,0.4,4.2,0.4,5.2,0.5,6.2,0.6,6.9,0.8,2,F,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,71 years and over,87,3.5,0.2,1.8,0.2,2.1,0.2,2.7,0.2,3.4,0.2,4.3,0.3,5.2,0.4,5.9,0.5,2,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,19 years and over,400,4.4,0.2,2,0.2,2.4,0.2,3.1,0.2,4.1,0.2,5.4,0.2,6.9,0.3,7.8,0.4,2,F,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,19 years and over,426,3.2,0.2,1.7,0.1,1.9,0.1,2.4,0.1,3,0.2,3.8,0.2,4.7,0.3,5.3,0.3,2,12.6,3.6E,0.587,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Both,1-3,79,3,0.2,1.5,0.2,1.7,0.2,2.2,0.2,2.9,0.2,3.7,0.3,4.5,0.3,5,0.4,0.7,<3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Both,4-8,127,3.3,0.2,1.9,0.2,2.2,0.2,2.7,0.2,3.2,0.2,3.9,0.2,4.6,0.3,5.1,0.4,1,<3,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,9-13,111,4.2,0.3,2.3,0.3,2.6,0.3,3.3,0.3,4.1,0.3,5.1,0.3,6.1,0.4,6.8,0.5,1.5,<3,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,9-13,96,3.1,0.2,1.7,0.2,1.9,0.2,2.4,0.2,3,0.2,3.7,0.2,4.5,0.3,5,0.3,1.5,F,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,14-18,107,4.9,0.4,2,0.3,2.5,0.3,3.3,0.3,4.5,0.4,6.1,0.4,7.8,0.6,9,0.8,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,14-18,105,2.7,0.2,1,0.1,1.3,0.2,1.8,0.2,2.5,0.2,3.4,0.2,4.4,0.3,5.1,0.4,2,32.3,5.9E,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,19-30,77,4.1,0.3,1.6,0.4E,2,0.3,2.7,0.3,3.7,0.3,5.1,0.4,6.6,0.6,7.7,0.8,2,F,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,19-30,91,2.3,0.5E,1.1,0.3E,1.3,0.3E,1.6,0.4E,2.1,0.5E,2.8,0.5E,3.5,0.6E,4,0.7E,2,F,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,31-50,145,5.2,0.4,2.3,0.4E,2.7,0.4,3.6,0.4,4.8,0.4,6.4,0.5,8.3,0.7,9.5,0.9,2,F,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,31-50,167,3.4,0.3,2,0.5E,2.3,0.4E,2.8,0.3,3.3,0.3,4,0.4,4.8,0.6,5.2,0.8,2,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,51-70,182,3.6,0.3,1.7,0.3E,2,0.3,2.6,0.3,3.4,0.4,4.4,0.4,5.5,0.5,6.3,0.6,2,F,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,51-70,198,3.3,0.3,1.7,0.2,2,0.2,2.5,0.2,3.1,0.3,3.9,0.3,4.8,0.4,5.4,0.5,2,F,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,71 years and over,63,4.4,0.4,2.5,0.4,2.8,0.4,3.4,0.4,4.2,0.4,5.2,0.5,6.2,0.7,6.9,0.8,2,F,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,71 years and over,74,3.7,0.3,1.9,0.2,2.2,0.3,2.7,0.3,3.5,0.3,4.4,0.3,5.4,0.4,6.1,0.5,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Male,19 years and over,467,4.4,0.2,2,0.2,2.4,0.2,3.1,0.2,4.1,0.2,5.5,0.2,6.9,0.3,7.9,0.4,2,F,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Newfoundland and Labrador,Female,19 years and over,530,3.2,0.2,1.7,0.1,1.9,0.1,2.4,0.1,3.1,0.2,3.9,0.2,4.7,0.3,5.3,0.3,2,11.9,3.5E,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Both,1-3,77,3.7,0.2,2,0.2,2.3,0.2,2.8,0.2,3.6,0.2,4.5,0.2,5.3,0.3,5.9,0.4,0.7,<3,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Both,4-8,86,3.4,0.2,2,0.2,2.3,0.2,2.7,0.2,3.3,0.2,4.1,0.2,4.8,0.3,5.2,0.4,1,<3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,9-13,72,4.2,0.3,2.3,0.2,2.6,0.2,3.1,0.2,4,0.3,5,0.3,6,0.4,6.7,0.5,1.5,<3,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,9-13,79,4,0.3,2.2,0.3,2.5,0.3,3.1,0.3,3.8,0.3,4.7,0.3,5.6,0.4,6.2,0.5,1.5,<3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,14-18,57,5.6,0.4,2.4,0.3,2.9,0.3,3.8,0.3,5.2,0.4,6.9,0.5,8.8,0.7,10.1,0.8,2,F,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,14-18,71,3.2,0.3,1.3,0.2,1.6,0.2,2.2,0.3,3,0.3,4.1,0.4,5.1,0.5,5.9,0.6,2,19.2,6E,0.048,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,19-30,45,5.6,0.8,2.3,0.6E,2.8,0.7E,3.8,0.7E,5.1,0.8,6.9,1,8.8,1.3,10.3,1.6,2,F,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,19-30,58,4.3,0.5,2.2,0.3,2.6,0.3,3.2,0.4,4.1,0.4,5.2,0.6,6.4,0.7,7.2,0.9,2,F,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,31-50,97,5.7,0.5,2.5,0.4,3,0.4,4,0.4,5.3,0.5,7,0.6,9,0.9,10.3,1.2,2,F,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,31-50,116,3.3,0.2,1.9,0.4E,2.2,0.4E,2.6,0.3,3.2,0.2,3.8,0.3,4.5,0.5,4.9,0.7,2,F,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,51-70,116,5,0.3,2.5,0.3,2.9,0.3,3.6,0.3,4.7,0.3,6,0.3,7.4,0.5,8.3,0.6,2,F,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,51-70,129,3.7,0.2,2,0.2,2.3,0.2,2.8,0.2,3.5,0.2,4.4,0.2,5.4,0.3,6,0.4,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,71 years and over,55,4.2,0.3,2.4,0.4E,2.7,0.4,3.3,0.3,4.1,0.3,5,0.4,5.9,0.5,6.6,0.7,2,F,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,71 years and over,68,3.5,0.3,1.8,0.3E,2.1,0.3,2.6,0.3,3.3,0.3,4.2,0.4,5.2,0.5,5.8,0.6,2,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Male,19 years and over,313,5.3,0.2,2.5,0.2,2.9,0.2,3.7,0.2,4.9,0.2,6.4,0.3,8.1,0.4,9.2,0.5,2,F,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Prince Edward Island,Female,19 years and over,371,3.6,0.1,1.9,0.1,2.2,0.1,2.7,0.1,3.4,0.1,4.3,0.2,5.3,0.2,5.9,0.3,2,F,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Both,1-3,58,3.4,0.2,1.8,0.2,2.1,0.2,2.6,0.2,3.3,0.2,4.1,0.2,5,0.3,5.6,0.3,0.7,0,0,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Both,4-8,110,3.6,0.2,2.1,0.2,2.4,0.2,2.9,0.2,3.5,0.2,4.3,0.2,5,0.4,5.4,0.5,1,<3,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,9-13,95,4.3,0.3,2.4,0.2,2.7,0.2,3.3,0.2,4.2,0.3,5.1,0.3,6.1,0.4,6.9,0.5,1.5,<3,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,9-13,75,3.9,0.2,2.2,0.2,2.5,0.2,3,0.2,3.8,0.2,4.6,0.3,5.5,0.3,6,0.4,1.5,<3,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,14-18,87,5.6,0.4,2.4,0.3,2.9,0.3,3.9,0.3,5.2,0.4,6.9,0.5,8.8,0.7,10.1,0.9,2,F,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,14-18,81,3,0.3,1.2,0.2E,1.5,0.2,2,0.2,2.7,0.3,3.7,0.4,4.7,0.5,5.4,0.6,2,25.7,6.7E,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,19-30,70,5.4,0.8,2.3,0.6E,2.7,0.6E,3.7,0.6,5,0.7,6.7,0.9,8.6,1.2,9.8,1.4,2,F,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,19-30,101,3.7,0.4,1.9,0.3,2.2,0.3,2.8,0.3,3.5,0.4,4.5,0.5,5.5,0.6,6.3,0.8,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,31-50,109,6,0.5,2.6,0.5E,3.2,0.5,4.2,0.5,5.5,0.5,7.3,0.7,9.4,0.9,10.8,1.2,2,F,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,31-50,116,3.4,0.2,2.1,0.5E,2.3,0.4E,2.7,0.3,3.3,0.2,4,0.3,4.7,0.5,5.2,0.7,2,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,51-70,128,4.8,0.3,2.4,0.3,2.7,0.3,3.5,0.3,4.5,0.3,5.8,0.3,7.2,0.5,8.1,0.6,2,F,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,51-70,146,3.8,0.2,2,0.2,2.3,0.2,2.9,0.2,3.7,0.2,4.6,0.2,5.5,0.4,6.2,0.5,2,F,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,71 years and over,65,4.3,0.3,2.5,0.4,2.8,0.4,3.3,0.3,4.1,0.3,5,0.4,6,0.6,6.6,0.8,2,F,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,71 years and over,94,3.7,0.3,2,0.3,2.3,0.3,2.8,0.3,3.5,0.3,4.4,0.4,5.4,0.5,6.1,0.6,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Male,19 years and over,372,5.3,0.3,2.5,0.2,2.9,0.2,3.7,0.2,4.9,0.3,6.4,0.3,8.1,0.4,9.3,0.5,2,F,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Prince Edward Island,Female,19 years and over,457,3.7,0.1,1.9,0.1,2.2,0.1,2.7,0.1,3.5,0.1,4.4,0.2,5.3,0.3,5.9,0.3,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Both,1-3,89,3.5,0.2,1.8,0.2,2.1,0.2,2.7,0.2,3.4,0.2,4.3,0.2,5.1,0.3,5.7,0.3,0.7,<3,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Both,4-8,83,3.3,0.2,1.9,0.3,2.1,0.2,2.6,0.2,3.2,0.2,3.9,0.2,4.6,0.3,5,0.4,1,<3,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,9-13,69,4.4,0.3,2.4,0.2,2.7,0.3,3.4,0.3,4.2,0.3,5.2,0.3,6.3,0.4,7,0.5,1.5,<3,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,9-13,75,3.5,0.3,1.9,0.3,2.2,0.3,2.7,0.3,3.4,0.3,4.2,0.3,5,0.4,5.6,0.4,1.5,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,14-18,83,4.9,0.4,2.1,0.3,2.5,0.3,3.3,0.3,4.5,0.4,6.1,0.5,7.9,0.6,9,0.8,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,14-18,70,3.2,0.2,1.3,0.2,1.6,0.2,2.2,0.2,3,0.2,4,0.3,5.1,0.4,5.9,0.5,2,19.7,5.2E,0.06,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,19-30,57,5.2,0.5,2.2,0.4E,2.6,0.4,3.5,0.5,4.8,0.5,6.5,0.6,8.3,0.9,9.7,1.2,2,F,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,19-30,72,3.7,0.4,1.9,0.3,2.2,0.3,2.7,0.3,3.5,0.4,4.4,0.4,5.5,0.6,6.2,0.7,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,31-50,136,5.3,0.4,2.4,0.3,2.8,0.3,3.7,0.3,4.9,0.3,6.5,0.5,8.3,0.7,9.4,1,2,F,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,31-50,166,3.9,0.3,2.3,0.5E,2.6,0.4,3.1,0.3,3.8,0.3,4.6,0.4,5.4,0.7,5.9,0.9,2,F,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,51-70,152,5,0.3,2.5,0.3,2.9,0.3,3.7,0.3,4.7,0.3,6,0.3,7.4,0.5,8.3,0.6,2,F,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,51-70,169,3.5,0.2,1.9,0.2,2.1,0.2,2.6,0.2,3.4,0.2,4.2,0.2,5.1,0.4,5.7,0.4,2,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,71 years and over,77,4.8,0.4,2.8,0.5E,3.1,0.4,3.8,0.4,4.7,0.4,5.7,0.4,6.8,0.6,7.6,0.8,2,<3,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,71 years and over,127,3.2,0.2,1.7,0.2,1.9,0.2,2.4,0.2,3,0.2,3.8,0.3,4.7,0.4,5.3,0.5,2,F,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Male,19 years and over,422,5.1,0.2,2.4,0.2,2.8,0.2,3.6,0.2,4.8,0.2,6.3,0.3,7.9,0.4,9,0.5,2,F,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Nova Scotia,Female,19 years and over,534,3.6,0.1,1.9,0.1,2.2,0.1,2.7,0.1,3.5,0.1,4.3,0.2,5.3,0.3,5.9,0.3,2,F,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Both,1-3,112,3.2,0.2,1.7,0.2,1.9,0.2,2.4,0.2,3.1,0.2,3.9,0.2,4.7,0.3,5.2,0.3,0.7,<3,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Both,4-8,177,3.4,0.2,2,0.3,2.3,0.2,2.7,0.2,3.3,0.2,4,0.2,4.8,0.3,5.2,0.4,1,<3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,9-13,111,4.6,0.3,2.5,0.3,2.8,0.3,3.5,0.3,4.4,0.3,5.5,0.3,6.5,0.4,7.2,0.5,1.5,<3,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,9-13,105,3.4,0.2,1.9,0.2,2.2,0.2,2.6,0.2,3.3,0.2,4.1,0.3,4.9,0.4,5.4,0.4,1.5,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,14-18,113,4.9,0.4,2.1,0.3,2.5,0.3,3.3,0.3,4.6,0.4,6.1,0.5,7.9,0.7,9,0.8,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,14-18,120,2.9,0.2,1.2,0.1,1.4,0.2,2,0.2,2.7,0.2,3.7,0.3,4.8,0.3,5.4,0.4,2,25.9,5.5E,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,19-30,91,4.9,0.5,2.1,0.4E,2.5,0.4,3.3,0.4,4.5,0.5,6.1,0.6,7.8,0.8,9.1,1,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,19-30,91,3.1,0.3,1.6,0.2,1.8,0.2,2.3,0.3,3,0.3,3.8,0.4,4.6,0.5,5.3,0.6,2,F,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,31-50,101,5.7,0.4,2.6,0.4,3,0.4,3.9,0.3,5.3,0.4,6.9,0.5,8.8,0.8,10.1,1,2,F,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,31-50,159,4.1,0.3,2.5,0.5E,2.8,0.5E,3.3,0.4,4,0.3,4.8,0.4,5.6,0.7,6.2,0.9,2,F,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,51-70,134,4.9,0.3,2.4,0.3,2.8,0.3,3.6,0.3,4.6,0.3,5.8,0.4,7.2,0.5,8.2,0.6,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,51-70,174,3.6,0.2,1.9,0.2,2.2,0.2,2.8,0.2,3.5,0.2,4.3,0.3,5.3,0.4,5.9,0.5,2,F,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,71 years and over,56,4.9,0.4,2.8,0.4,3.2,0.4,3.8,0.4,4.7,0.4,5.7,0.5,6.8,0.7,7.5,0.9,2,<3,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,71 years and over,80,3.4,0.3,1.7,0.2,2,0.2,2.5,0.2,3.2,0.3,4,0.3,5,0.5,5.6,0.5,2,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Male,19 years and over,382,5.2,0.2,2.4,0.2,2.8,0.2,3.7,0.2,4.9,0.2,6.4,0.3,8,0.4,9.2,0.5,2,F,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Nova Scotia,Female,19 years and over,504,3.7,0.2,1.9,0.1,2.2,0.1,2.8,0.1,3.5,0.1,4.4,0.2,5.4,0.3,6,0.3,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Both,1-3,62,4.1,0.4,2.2,0.3,2.5,0.3,3.1,0.3,4,0.4,4.9,0.5,5.8,0.6,6.5,0.7,0.7,0,0,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Both,4-8,83,3.4,0.2,2,0.3,2.3,0.2,2.7,0.2,3.3,0.2,4,0.2,4.7,0.3,5.2,0.4,1,<3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Male,9-13,66,4,0.3,2.1,0.3,2.4,0.3,3,0.3,3.8,0.3,4.8,0.4,5.7,0.5,6.4,0.6,1.5,<3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Female,9-13,71,4,0.3,2.2,0.3,2.5,0.3,3.1,0.3,3.8,0.3,4.7,0.3,5.7,0.4,6.3,0.4,1.5,<3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Male,14-18,59,5.4,0.4,2.4,0.3,2.8,0.3,3.7,0.3,5,0.4,6.7,0.5,8.6,0.6,10,0.8,2,F,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Female,14-18,83,3.2,0.2,1.3,0.2,1.6,0.2,2.1,0.2,2.9,0.2,3.9,0.3,5,0.4,5.8,0.5,2,20.8,5.3E,0.049,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Male,19-30,37,5,0.5,2.1,0.5E,2.5,0.5E,3.4,0.5,4.6,0.5,6.2,0.6,8,0.9,9.1,1.2,2,F,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Female,19-30,55,3.5,0.3,1.8,0.3E,2.1,0.3,2.6,0.3,3.3,0.3,4.3,0.4,5.3,0.5,6.1,0.7,2,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,New Brunswick,Male,31-50,118,4.4,0.4,1.9,0.3,2.3,0.3,3.1,0.3,4.1,0.3,5.4,0.5,7,0.7,8,1,2,F,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
