Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,AI,% >AI,%>AI_SE,p-value_%>AI,UL,% >UL,%>UL_SE,p-value_%>UL,EAR,% <EAR,%<EAR_SE,p-value_%<EAR,AMDR,%<AMDR,%<AMDR_SE,p-value_%<AMDR,%withinAMDR,%withinAMDR_SE,p-value_%withinAMDR,%>AMDR,%>AMDR_SE,p-value_%>AMDR,Male,Female,Both
Calcium (mg/d),2004,Prince Edward Island,Female,9-13,75,1036.0,54.0,588,46,662.0,45,811.0,48,1006.0,54.0,1226.0,64.0,1449.0,81.0,1592.0,94.0,,,,,3000.0,<3,,,1100.0,61.5,6.5,,,,,,,,,,,,,1036.0,
Calcium (mg/d),2004,Prince Edward Island,Male,14-18,87,1289.0,65.0,668,58,769.0,59,974.0,58,1236.0,63.0,1544.0,79.0,1868.0,106.0,2093.0,128.0,,,,,3000.0,<3,,,1100.0,37.4,5.8,,,,,,,,,,,,1289.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,14-18,81,861.0,60.0,374,40,455.0,42,604.0,49,811.0,58.0,1061.0,72.0,1329.0,90.0,1507.0,104.0,,,,,3000.0,<3,,,1100.0,78,5.4,,,,,,,,,,,,,861.0,
Calcium (mg/d),2004,Prince Edward Island,Male,19-30,70,1227.0,123.0,597,97,700.0,100,897.0,106,1160.0,119.0,1486.0,144.0,1861.0,184.0,2084.0,218.0,,,,,2500.0,F,,,800.0,F,,,,,,,,,,,,,1227.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,19-30,101,821.0,59.0,394,41,465.0,43,602.0,48,779.0,57.0,994.0,72.0,1229.0,90.0,1393.0,105.0,,,,,2500.0,<3,,,800.0,52.9,7.7,,,,,,,,,,,,,821.0,
Calcium (mg/d),2004,Prince Edward Island,Male,31-50,109,905.0,62.0,398,41,478.0,42,633.0,48,840.0,60.0,1110.0,75.0,1414.0,95.0,1625.0,111.0,,,,,2500.0,<3,,,800.0,45.2,6.3,,,,,,,,,,,,905.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,31-50,116,847.0,51.0,520,56,574.0,53,683.0,49,824.0,51.0,980.0,61.0,1153.0,83.0,1257.0,98.0,,,,,2500.0,<3,,,800.0,45.8,9.5E,,,,,,,,,,,,,847.0,
Calcium (mg/d),2004,Prince Edward Island,Male,51-70,128,903.0,49.0,422,37,498.0,38,649.0,41,848.0,48.0,1103.0,59.0,1370.0,74.0,1560.0,87.0,,,,,2000.0,<3,,,800.0,43.5,5.5,,,,,,,,,,,,903.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,51-70,146,730.0,31.0,360,23,425.0,24,541.0,26,696.0,30.0,885.0,39.0,1075.0,49.0,1206.0,57.0,,,,,2000.0,<3,,,1000.0,85.3,3.1,,,,,,,,,,,,,730.0,
Calcium (mg/d),2004,Prince Edward Island,Male,71 years and over,65,730.0,40.0,336,27,393.0,28,514.0,33,682.0,40.0,896.0,50.0,1121.0,63.0,1280.0,75.0,,,,,2000.0,<3,,,1000.0,83.1,3.6,,,,,,,,,,,,730.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,71 years and over,94,711.0,36.0,376,29,435.0,30,539.0,31,678.0,35.0,846.0,43.0,1034.0,55.0,1159.0,65.0,,,,,2000.0,<3,,,1000.0,88.1,3.4,,,,,,,,,,,,,711.0,
Calcium (mg/d),2004,Prince Edward Island,Male,19 years and over,372,943.0,39.0,420,24,499.0,25,656.0,31,882.0,36.0,1159.0,48.0,1475.0,60.0,1696.0,70.0,,,,,,,,,,,,,,,,,,,,,,,943.0,,
Calcium (mg/d),2004,Prince Edward Island,Female,19 years and over,457,793.0,26.0,420,21,483.0,21,599.0,22,758.0,25.0,949.0,31.0,1146.0,39.0,1280.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,793.0,
Vitamin D (mcg/d),2015,British Columbia,Both,1-3,139,6.0,0.3,2,0.2,2.6,0.2,3.9,0.3,5.6,0.3,7.8,0.4,10.0,0.5,11.6,0.6,,,,,63.0,0,0,,10.0,90,2.3,0.68992269,,,,,,,,,,,,,6.0
Vitamin D (mcg/d),2015,British Columbia,Both,4-8,143,5.0,0.2,2.1,0.2,2.6,0.2,3.5,0.2,4.7,0.2,6.2,0.3,7.8,0.4,8.8,0.5,,,,,75.0,0,0,,10.0,97.8,0.9,0.01,,,,,,,,,,,,,5.0
Vitamin D (mcg/d),2015,British Columbia,Male,9-13,140,5.5,0.3,2.4,0.3,2.8,0.3,3.8,0.3,5.2,0.3,6.9,0.4,8.6,0.5,9.8,0.6,,,,,100.0,0,0,,10.0,95.8,1.7,0.002,,,,,,,,,,,5.5,,
Vitamin D (mcg/d),2015,British Columbia,Female,9-13,124,4.9,0.4,1.7,0.2,2.2,0.3,3.1,0.3,4.5,0.4,6.2,0.5,8.0,0.6,9.3,0.7,,,,,100.0,0,0,,10.0,96.6,1.6,0.064,,,,,,,,,,,,4.9,
Vitamin D (mcg/d),2015,British Columbia,Male,14-18,104,7.0,0.4,2.9,0.4,3.5,0.4,4.7,0.4,6.4,0.4,8.7,0.6,11.1,0.8,13.0,1.1,,,,,100.0,0,0,,10.0,84.9,3.8,0.0094708465,,,,,,,,,,,7.0,,
Vitamin D (mcg/d),2015,British Columbia,Female,14-18,125,4.9,0.3,1.5,0.2,2.0,0.2,2.9,0.3,4.4,0.3,6.3,0.4,8.4,0.6,10.0,0.8,,,,,100.0,0,0,,10.0,95,1.7,0.6416505519,,,,,,,,,,,,4.9,
Vitamin D (mcg/d),2015,British Columbia,Male,19-30,104,6.0,0.5,2.4,0.4E,2.9,0.4,4.0,0.4,5.6,0.5,7.5,0.6,9.6,0.9,11.1,1.2,,,,,100.0,0,0,,10.0,91.3,3.7,0.1557724728,,,,,,,,,,,6.0,,
Vitamin D (mcg/d),2015,British Columbia,Female,19-30,85,4.1,0.5,1.4,0.3E,1.7,0.4E,2.5,0.4,3.6,0.5,5.3,0.6,7.3,0.8,8.5,1.0,,,,,100.0,0,0,,10.0,97.9,1.3,0.91,,,,,,,,,,,,4.1,
Vitamin D (mcg/d),2015,British Columbia,Male,31-50,277,4.4,0.3,1.6,0.3E,2.0,0.3,2.8,0.3,4.0,0.3,5.5,0.4,7.3,0.6,8.5,0.7,,,,,100.0,0,0,,10.0,97.8,1.2,0.018000000000000002,,,,,,,,,,,4.4,,
Vitamin D (mcg/d),2015,British Columbia,Female,31-50,273,4.0,0.2,1.4,0.2,1.7,0.2,2.5,0.2,3.6,0.2,5.1,0.3,6.7,0.5,7.9,0.6,,,,,100.0,0,0,,10.0,98.7,0.8,0.032,,,,,,,,,,,,4.0,
Vitamin D (mcg/d),2015,British Columbia,Male,51-70,263,6.3,0.4,2.1,0.4E,2.7,0.4,3.9,0.4,5.6,0.4,7.9,0.5,10.6,0.9,12.8,1.2,,,,,100.0,0,0,,10.0,87.8,3.3,0.0496072952,,,,,,,,,,,6.3,,
Vitamin D (mcg/d),2015,British Columbia,Female,51-70,313,3.9,0.2,1.6,0.2,2.0,0.2,2.6,0.2,3.6,0.2,4.8,0.3,6.1,0.4,7.0,0.5,,,,,100.0,0,0,,10.0,99.6,0.5,0.126,,,,,,,,,,,,3.9,
Vitamin D (mcg/d),2015,British Columbia,Male,71 years and over,196,5.3,0.3,1.9,0.2,2.4,0.2,3.3,0.3,4.7,0.3,6.7,0.4,8.8,0.5,10.4,0.7,,,,,100.0,0,0,,10.0,94,1.7,0.013999999999999999,,,,,,,,,,,5.3,,
Vitamin D (mcg/d),2015,British Columbia,Female,71 years and over,159,4.2,0.2,1.9,0.2,2.3,0.2,3.0,0.2,4.0,0.2,5.2,0.3,6.6,0.4,7.5,0.6,,,,,100.0,0,0,,10.0,99.4,0.6,0.102,,,,,,,,,,,,4.2,
Vitamin D (mcg/d),2015,British Columbia,Male,19 years and over,840,5.3,0.2,1.9,0.2,2.4,0.2,3.4,0.2,4.8,0.2,6.7,0.3,8.9,0.4,10.4,0.5,,,,,100.0,0,0,,10.0,94,1.3,6.54637168133653e-06,,,,,,,,,,,5.3,,
Vitamin D (mcg/d),2015,British Columbia,Female,19 years and over,830,4.0,0.1,1.5,0.1,1.8,0.1,2.6,0.1,3.6,0.1,5.0,0.2,6.6,0.2,7.7,0.3,,,,,100.0,0,0,,10.0,98.9,0.4,0.0014110668,,,,,,,,,,,,4.0,
Vitamin D (mcg/d),2004,British Columbia,Both,1-3,192,6.2,0.3,2.1,0.2,2.7,0.2,4.0,0.3,5.8,0.3,7.9,0.4,10.1,0.5,11.6,0.6,,,,,63.0,0,0,,10.0,89.3,2.5,,,,,,,,,,,,,,6.2
Vitamin D (mcg/d),2004,British Columbia,Both,4-8,321,5.7,0.2,2.6,0.2,3.1,0.2,4.1,0.2,5.4,0.2,7.1,0.3,8.7,0.4,9.8,0.5,,,,,75.0,0,0,,10.0,95.5,1.5,,,,,,,,,,,,,,5.7
Vitamin D (mcg/d),2004,British Columbia,Male,9-13,226,6.7,0.3,3,0.4,3.6,0.4,4.8,0.3,6.4,0.3,8.2,0.4,10.3,0.6,11.6,0.7,,,,,100.0,0,0,,10.0,88.5,3,,,,,,,,,,,,6.7,,
Vitamin D (mcg/d),2004,British Columbia,Female,9-13,226,5.5,0.3,2,0.3,2.6,0.3,3.6,0.3,5.1,0.3,6.9,0.4,8.9,0.5,10.2,0.6,,,,,100.0,0,0,,10.0,94.5,1.8,,,,,,,,,,,,,5.5,
Vitamin D (mcg/d),2004,British Columbia,Male,14-18,262,7.8,0.5,3.2,0.5,3.9,0.5,5.3,0.5,7.3,0.5,9.7,0.6,12.4,0.9,14.2,1.1,,,,,100.0,0,0,,10.0,77.1,4.7,,,,,,,,,,,,7.8,,
Vitamin D (mcg/d),2004,British Columbia,Female,14-18,242,4.8,0.3,1.5,0.2,1.9,0.2,2.9,0.2,4.3,0.3,6.1,0.4,8.3,0.6,9.8,0.7,,,,,100.0,0,0,,10.0,95.5,1.6,,,,,,,,,,,,,4.8,
Vitamin D (mcg/d),2004,British Columbia,Male,19-30,197,6.7,0.5,2.7,0.4,3.3,0.4,4.5,0.4,6.1,0.5,8.3,0.6,10.8,0.9,12.5,1.1,,,,,100.0,0,0,,10.0,86.9,4.2,,,,,,,,,,,,6.7,,
Vitamin D (mcg/d),2004,British Columbia,Female,19-30,208,4.2,0.4,1.4,0.3E,1.8,0.3E,2.6,0.4,3.8,0.4,5.4,0.5,7.3,0.7,8.6,0.8,,,,,100.0,0,0,,10.0,97.9,1.2,,,,,,,,,,,,,4.2,
Vitamin D (mcg/d),2004,British Columbia,Male,31-50,282,5.5,0.4,2.2,0.3,2.7,0.3,3.6,0.3,5.0,0.4,6.9,0.5,8.9,0.7,10.2,0.9,,,,,100.0,0,0,,10.0,94.4,2.4,,,,,,,,,,,,5.5,,
Vitamin D (mcg/d),2004,British Columbia,Female,31-50,263,4.7,0.3,1.7,0.3E,2.1,0.3,3.0,0.3,4.3,0.3,6.0,0.4,7.8,0.6,9.2,0.8,,,,,100.0,0,0,,10.0,96.8,1.5,,,,,,,,,,,,,4.7,
Vitamin D (mcg/d),2004,British Columbia,Male,51-70,234,6.9,0.5,2.4,0.4E,3.0,0.4,4.3,0.4,6.1,0.5,8.7,0.7,11.7,1.0,13.8,1.4,,,,,100.0,0,0,,10.0,82.7,4.2,,,,,,,,,,,,6.9,,
Vitamin D (mcg/d),2004,British Columbia,Female,51-70,322,4.3,0.2,1.9,0.2,2.2,0.2,3.0,0.2,4.1,0.2,5.4,0.3,6.8,0.4,7.8,0.6,,,,,100.0,0,0,,10.0,99,0.8,,,,,,,,,,,,,4.3,
Vitamin D (mcg/d),2004,British Columbia,Male,71 years and over,119,6.3,0.4,2.4,0.3,2.9,0.3,4.0,0.3,5.7,0.4,7.9,0.5,10.4,0.7,12.1,0.9,,,,,100.0,0,0,,10.0,88.3,3,,,,,,,,,,,,6.3,,
Vitamin D (mcg/d),2004,British Columbia,Female,71 years and over,198,4.9,0.3,2.3,0.3,2.7,0.3,3.5,0.3,4.6,0.3,6.1,0.4,7.5,0.5,8.5,0.6,,,,,100.0,0,0,,10.0,98.3,1.2,,,,,,,,,,,,,4.9,
Vitamin D (mcg/d),2004,British Columbia,Male,19 years and over,832,6.2,0.2,2.3,0.2,2.8,0.2,4.0,0.2,5.6,0.2,7.8,0.3,10.2,0.4,11.9,0.5,,,,,100.0,0,0,,10.0,89.1,1.7,,,,,,,,,,,,6.2,,
Vitamin D (mcg/d),2004,British Columbia,Female,19 years and over,991,4.5,0.2,1.8,0.1,2.1,0.1,3.0,0.1,4.2,0.2,5.7,0.2,7.4,0.3,8.6,0.3,,,,,100.0,0,0,,10.0,97.8,0.6,,,,,,,,,,,,,4.5,
Total fats (g/d),2015,British Columbia,Both,1-3,139,50.66,1.72,29.5,1.79,33.41,1.76,40.43,1.71,49.44,1.74,59.66,1.98,69.47,2.39,76.2,2.79,,,,,,,,,,,,,,,,,,,,,,,,,50.66
Total fats (g/d),2015,British Columbia,Both,4-8,143,57.34,1.71,39.9,3.67,43.26,3.19,49.33,2.38,56.48,1.75,64.58,2.23,72.43,3.51,77.5,4.52,,,,,,,,,,,,,,,,,,,,,,,,,57.34
Total fats (g/d),2015,British Columbia,Male,9-13,140,72.48,2.51,43.24,2.75,47.83,2.71,57.81,2.5,70.15,2.51,85.25,3.02,99.82,3.89,109.06,4.61,,,,,,,,,,,,,,,,,,,,,,,72.48,,
Total fats (g/d),2015,British Columbia,Female,9-13,124,62.57,2.55,38.97,3.11,43.41,2.9,51.41,2.61,61.16,2.62,72.47,2.93,83.19,3.88,90.43,4.58,,,,,,,,,,,,,,,,,,,,,,,,62.57,
Total fats (g/d),2015,British Columbia,Male,14-18,104,91.77,3.68,56.49,4.16,62.69,3.96,74.36,3.6,89.09,3.56,106.86,4.59,124.12,6.31,137.3,8.16,,,,,,,,,,,,,,,,,,,,,,,91.77,,
Total fats (g/d),2015,British Columbia,Female,14-18,125,67.0,2.82,36.65,2.54,42.11,2.52,51.93,2.52,65.04,2.84,79.66,3.42,94.52,4.37,104.8,5.28,,,,,,,,,,,,,,,,,,,,,,,,67.0,
Total fats (g/d),2015,British Columbia,Male,19-30,104,94.05,5.15,55.61,6.65,62.9,5.98,75.35,5.2,91.82,4.97,110.33,6.46,128.18,9.25,140.48,11.2,,,,,,,,,,,,,,,,,,,,,,,94.05,,
Total fats (g/d),2015,British Columbia,Female,19-30,85,59.06,3.6,35.28,3.79,39.01,3.72,47.26,3.47,57.0,3.69,69.64,4.48,81.83,6.04,88.79,7.08,,,,,,,,,,,,,,,,,,,,,,,,59.06,
Total fats (g/d),2015,British Columbia,Male,31-50,277,82.97,3.01,43.48,3.09,49.83,3.07,63.01,2.9,80.08,3.0,99.38,3.58,119.39,4.74,132.78,5.73,,,,,,,,,,,,,,,,,,,,,,,82.97,,
Total fats (g/d),2015,British Columbia,Female,31-50,273,60.66,2.54,36.9,4.17,40.93,3.8,49.11,3.07,59.21,2.6,70.83,3.22,82.17,4.7,89.27,5.87,,,,,,,,,,,,,,,,,,,,,,,,60.66,
Total fats (g/d),2015,British Columbia,Male,51-70,263,79.71,2.91,40.4,2.89,47.49,2.81,60.29,2.74,76.53,2.94,95.99,3.5,115.57,4.63,130.23,5.21,,,,,,,,,,,,,,,,,,,,,,,79.71,,
Total fats (g/d),2015,British Columbia,Female,51-70,313,58.04,2.13,31.32,2.18,35.93,2.19,44.98,2.1,56.19,2.18,69.14,2.45,82.01,3.09,90.48,3.62,,,,,,,,,,,,,,,,,,,,,,,,58.04,
Total fats (g/d),2015,British Columbia,Male,71 years and over,196,66.07,2.44,33.85,2.07,39.19,2.07,50.06,2.09,63.65,2.35,79.83,3.01,95.64,4.01,106.81,4.84,,,,,,,,,,,,,,,,,,,,,,,66.07,,
Total fats (g/d),2015,British Columbia,Female,71 years and over,159,54.98,2.14,31.32,2.01,35.65,1.96,43.66,1.94,53.76,2.13,64.58,2.56,76.3,3.22,83.14,3.73,,,,,,,,,,,,,,,,,,,,,,,,54.98,
Total fats (g/d),2015,British Columbia,Male,19 years and over,840,81.17,1.85,41.15,1.63,47.69,1.69,60.77,1.7,78.02,1.79,97.89,2.25,118.77,2.89,131.84,3.68,,,,,,,,,,,,,,,,,,,,,,,81.17,,
Total fats (g/d),2015,British Columbia,Female,19 years and over,830,58.72,1.27,32.97,1.52,37.53,1.45,46.09,1.33,57.02,1.28,69.43,1.51,82.13,1.99,90.19,2.42,,,,,,,,,,,,,,,,,,,,,,,,58.72,
Total fats (g/d),2004,British Columbia,Both,1-3,192,53.85,1.9,32.3,2.04,36.13,1.94,43.39,1.86,52.78,1.92,62.83,2.15,72.94,2.61,79.62,2.99,,,,,,,,,,,,,,,,,,,,,,,,,53.85
Total fats (g/d),2004,British Columbia,Both,4-8,321,65.39,1.72,46.52,4.06,49.97,3.53,56.51,2.58,64.39,1.8,73.4,2.24,81.58,3.68,87.13,4.79,,,,,,,,,,,,,,,,,,,,,,,,,65.39
Total fats (g/d),2004,British Columbia,Male,9-13,226,85.37,2.78,51.55,3.17,57.52,3.04,69.02,2.8,83.05,2.8,99.03,3.23,116.66,4.34,126.98,5.04,,,,,,,,,,,,,,,,,,,,,,,85.37,,
Total fats (g/d),2004,British Columbia,Female,9-13,226,69.63,2.55,44.05,3.28,49.02,3,57.67,2.66,68.26,2.56,80.3,2.98,92.07,3.92,99.3,4.68,,,,,,,,,,,,,,,,,,,,,,,,69.63,
Total fats (g/d),2004,British Columbia,Male,14-18,262,103.46,4.06,63.73,4.73,70.82,4.46,84.24,4.03,100.72,3.97,119.77,4.92,139.45,6.87,151.89,8.44,,,,,,,,,,,,,,,,,,,,,,,103.46,,
Total fats (g/d),2004,British Columbia,Female,14-18,242,71.14,2.6,40.03,2.6,45.31,2.51,55.75,2.49,68.93,2.59,83.9,3.04,100.14,4.16,109.76,4.85,,,,,,,,,,,,,,,,,,,,,,,,71.14,
Total fats (g/d),2004,British Columbia,Male,19-30,197,101.98,4.36,61.48,6.67,68.68,6.04,81.9,5.02,99.01,4.4,118.85,5.58,139.57,8.3,153.41,10.63,,,,,,,,,,,,,,,,,,,,,,,101.98,,
Total fats (g/d),2004,British Columbia,Female,19-30,208,61.39,3.29,36.62,3.86,41.16,3.61,49.64,3.24,59.94,3.28,71.59,4.03,83.6,5.42,91.12,6.52,,,,,,,,,,,,,,,,,,,,,,,,61.39,
Total fats (g/d),2004,British Columbia,Male,31-50,282,90.16,3.28,48.34,3.26,56.05,3.19,69.36,3.14,87.04,3.25,107.43,3.9,128.5,5.12,141.45,6.22,,,,,,,,,,,,,,,,,,,,,,,90.16,,
Total fats (g/d),2004,British Columbia,Female,31-50,263,65.3,2.7,40.4,4.47,44.8,4.06,53.13,3.33,63.9,2.78,75.85,3.26,87.55,4.76,95.5,6.04,,,,,,,,,,,,,,,,,,,,,,,,65.3,
Total fats (g/d),2004,British Columbia,Male,51-70,234,83.62,2.86,42.99,3.04,49.7,3.02,63.14,2.9,80.11,2.97,100.86,3.26,121.71,4.19,135.28,5.11,,,,,,,,,,,,,,,,,,,,,,,83.62,,
Total fats (g/d),2004,British Columbia,Female,51-70,322,61.32,2.29,33.32,2.37,38.48,2.28,47.76,2.24,59.67,2.26,72.92,2.63,86.27,3.25,95.33,3.75,,,,,,,,,,,,,,,,,,,,,,,,61.32,
Total fats (g/d),2004,British Columbia,Male,71 years and over,119,67.67,2.9,34.66,2.41,40.06,2.46,51.47,2.52,65.68,2.88,81.53,3.53,98.32,4.5,108.25,5.33,,,,,,,,,,,,,,,,,,,,,,,67.67,,
Total fats (g/d),2004,British Columbia,Female,71 years and over,198,56.09,2.11,32.56,2.03,36.77,2,44.67,2.0,54.61,2.12,66.16,2.5,77.19,3.09,84.36,3.6,,,,,,,,,,,,,,,,,,,,,,,,56.09,
Total fats (g/d),2004,British Columbia,Male,19 years and over,832,88.19,1.83,45.35,1.8,52.49,1.83,66.48,1.8,84.83,1.82,106.27,2.13,127.97,2.78,142.53,3.31,,,,,,,,,,,,,,,,,,,,,,,88.19,,
Total fats (g/d),2004,British Columbia,Female,19 years and over,991,62.79,1.38,36.03,1.57,40.78,1.52,49.66,1.42,61.07,1.39,74.03,1.62,87.0,2.14,95.46,2.56,,,,,,,,,,,,,,,,,,,,,,,,62.79,
Total energy intake (kcal/d),2015,British Columbia,Both,1-3,139,1355.9,38.0,876.1,157E,970.4,128,1134.6,79.8,1337.5,39.0,1559.2,78.0,1765.6,140.4,1903.9,184.8,,,,,,,,,,,,,,,,,,,,,,,,,1355.9
Total energy intake (kcal/d),2015,British Columbia,Both,4-8,143,1678.9,42.6,1259.3,79.7,1342.7,70.6,1491.3,55.4,1662.8,43.6,1852.8,50.0,2033.4,71.9,2148.8,90.4,,,,,,,,,,,,,,,,,,,,,,,,,1678.9
Total energy intake (kcal/d),2015,British Columbia,Male,9-13,140,1996.7,50.6,1312.8,66.2,1426.5,64.2,1667.5,54.4,1955.1,51.1,2294.9,61.3,2612.2,79.9,2809.2,94.9,,,,,,,,,,,,,,,,,,,,,,,1996.7,,
Total energy intake (kcal/d),2015,British Columbia,Female,9-13,124,1785.9,59.6,1212.9,64,1323.7,61.4,1520.4,58.9,1756.3,61.7,2025.6,66.3,2277.9,80.4,2446.9,89.3,,,,,,,,,,,,,,,,,,,,,,,,1785.9,
Total energy intake (kcal/d),2015,British Columbia,Male,14-18,104,2494.1,81.2,1557.6,75.9,1725.4,74.5,2038.7,73.7,2429.6,78.7,2894.9,101.2,3341.1,129.6,3678.6,162.2,,,,,,,,,,,,,,,,,,,,,,,2494.1,,
Total energy intake (kcal/d),2015,British Columbia,Female,14-18,125,1814.5,57.6,1078,73.2,1219.3,66.2,1465.8,58.0,1782.2,58.2,2121.3,70.6,2454.0,92.3,2678.2,111.9,,,,,,,,,,,,,,,,,,,,,,,,1814.5,
Total energy intake (kcal/d),2015,British Columbia,Male,19-30,104,2499.1,111.0,1597.6,131.7,1775.6,119.2,2073.5,109.0,2458.1,108.2,2880.1,134.6,3278.6,181.7,3549.3,212.2,,,,,,,,,,,,,,,,,,,,,,,2499.1,,
Total energy intake (kcal/d),2015,British Columbia,Female,19-30,85,1551.5,80.8,920.3,70,1019.6,71.5,1238.5,74.5,1497.1,85.3,1832.5,93.2,2155.6,112.3,2339.9,121.9,,,,,,,,,,,,,,,,,,,,,,,,1551.5,
Total energy intake (kcal/d),2015,British Columbia,Male,31-50,277,2268.1,65.5,1362,159.2,1520.2,138.2,1835.8,96.9,2224.6,66.7,2644.3,91.3,3061.5,148.9,3332.7,192.1,,,,,,,,,,,,,,,,,,,,,,,2268.1,,
Total energy intake (kcal/d),2015,British Columbia,Female,31-50,273,1636.0,46.1,1131.8,102.9,1223.5,89.2,1403.4,65.7,1616.0,47.9,1850.8,61.1,2071.4,95.5,2206.2,121.5,,,,,,,,,,,,,,,,,,,,,,,,1636.0,
Total energy intake (kcal/d),2015,British Columbia,Male,51-70,263,2102.7,59.0,1288.6,104.5,1450.9,90.6,1729.7,69.5,2062.4,59.9,2439.0,76.6,2799.1,112.5,3058.9,136.1,,,,,,,,,,,,,,,,,,,,,,,2102.7,,
Total energy intake (kcal/d),2015,British Columbia,Female,51-70,313,1546.2,44.5,965.1,193E,1073.8,161.3,1278.6,101.8,1520.4,47.9,1786.7,81.0,2041.0,155.3,2203.5,205.5,,,,,,,,,,,,,,,,,,,,,,,,1546.2,
Total energy intake (kcal/d),2015,British Columbia,Male,71 years and over,196,1774.2,48.3,1063.7,49.1,1194.0,47.5,1446.1,44.4,1743.0,46.9,2076.0,54.8,2385.6,68.3,2596.3,78.6,,,,,,,,,,,,,,,,,,,,,,,1774.2,,
Total energy intake (kcal/d),2015,British Columbia,Female,71 years and over,159,1460.2,48.6,906.3,42.8,1012.2,42.7,1203.7,43.5,1438.6,47.6,1684.5,57.2,1944.9,66.0,2094.7,75.6,,,,,,,,,,,,,,,,,,,,,,,,1460.2,
Total energy intake (kcal/d),2015,British Columbia,Male,19 years and over,840,2177.7,40.3,1270,37,1429.7,38.4,1738.1,38.1,2127.1,39.1,2556.6,48.2,2991.8,58.5,3257.4,72.2,,,,,,,,,,,,,,,,,,,,,,,2177.7,,
Total energy intake (kcal/d),2015,British Columbia,Female,19 years and over,830,1560.3,27.3,960.2,35.9,1073.2,33.8,1278.9,30.3,1532.4,27.7,1809.6,30.5,2084.1,37.6,2254.3,44.9,,,,,,,,,,,,,,,,,,,,,,,,1560.3,
Total energy intake (kcal/d),2004,British Columbia,Both,1-3,192,1505.2,39.5,1010,162.2,1103.6,133.3,1275.7,82.3,1490.0,40.1,1711.0,79.3,1926.5,144.7,2065.5,188.9,,,,,,,,,,,,,,,,,,,,,,,,,1505.2
Total energy intake (kcal/d),2004,British Columbia,Both,4-8,321,1894.0,40.4,1445.3,84.5,1530.0,73.4,1688.2,55.4,1875.0,41.7,2084.2,49.9,2270.7,78.0,2395.7,99.2,,,,,,,,,,,,,,,,,,,,,,,,,1894.0
Total energy intake (kcal/d),2004,British Columbia,Male,9-13,226,2363.5,58.6,1576.4,74.7,1723.5,69.4,1999.2,59.7,2323.9,58.8,2681.5,70.0,3063.5,93.5,3281.8,110.5,,,,,,,,,,,,,,,,,,,,,,,2363.5,,
Total energy intake (kcal/d),2004,British Columbia,Female,9-13,226,1992.3,62.7,1369.3,68.3,1493.5,65.1,1706.7,62.1,1963.5,63.2,2251.5,69.6,2529.8,83.3,2699.3,94.4,,,,,,,,,,,,,,,,,,,,,,,,1992.3,
Total energy intake (kcal/d),2004,British Columbia,Male,14-18,262,2870.1,93.4,1804.7,84.2,1998.9,82.3,2363.1,82.2,2804.6,90.5,3307.7,114.1,3820.4,151.1,4141.5,182.1,,,,,,,,,,,,,,,,,,,,,,,2870.1,,
Total energy intake (kcal/d),2004,British Columbia,Female,14-18,242,2027.5,57.7,1254.9,76.2,1395.2,69,1664.1,60.3,1989.7,57.8,2344.5,68.8,2715.5,94.3,2929.4,109.5,,,,,,,,,,,,,,,,,,,,,,,,2027.5,
Total energy intake (kcal/d),2004,British Columbia,Male,19-30,197,2845.4,102.2,1866.6,135.7,2048.3,124.8,2375.1,110.4,2787.3,104.7,3253.1,124.5,3728.6,166.8,4040.8,206.9,,,,,,,,,,,,,,,,,,,,,,,2845.4,,
Total energy intake (kcal/d),2004,British Columbia,Female,19-30,208,1715.3,77.6,1030.7,70.8,1157.0,71.1,1392.0,72.9,1676.5,79.1,1996.9,88.1,2326.2,99.7,2532.1,109.5,,,,,,,,,,,,,,,,,,,,,,,,1715.3,
Total energy intake (kcal/d),2004,British Columbia,Male,31-50,282,2538.7,71.7,1570.2,171.2,1763.7,144.8,2084.8,103.9,2491.1,72.9,2938.0,98.0,3380.9,159.1,3645.4,202.3,,,,,,,,,,,,,,,,,,,,,,,2538.7,,
Total energy intake (kcal/d),2004,British Columbia,Female,31-50,263,1823.6,49.6,1286.9,112.2,1388.5,97.3,1574.7,71.9,1805.0,51.6,2050.1,62.7,2281.4,99.6,2434.4,128.9,,,,,,,,,,,,,,,,,,,,,,,,1823.6,
Total energy intake (kcal/d),2004,British Columbia,Male,51-70,234,2241.4,58.0,1396.7,110.3,1551.3,97.3,1845.8,74.0,2195.6,60.7,2598.5,72.5,2982.6,107.9,3223.9,135.3,,,,,,,,,,,,,,,,,,,,,,,2241.4,,
Total energy intake (kcal/d),2004,British Columbia,Female,51-70,322,1656.7,45.4,1046.2,199E,1168.2,161.9,1378.6,101.3,1635.5,46.3,1908.3,88.4,2172.2,166.1,2346.2,219.8,,,,,,,,,,,,,,,,,,,,,,,,1656.7,
